url,words
https://www.va.gov/verify/,0
https://www.va.gov/pension/application/527EZ/,0
https://www.va.gov/health-care/schedule-view-va-appointments/appointments/,0
https://www.va.gov/disability/view-disability-rating/rating/,0
https://www.va.gov/my-va/,0
https://www.va.gov/profile/,0
https://www.va.gov/view-change-dependents/view/,0
https://www.va.gov/find-locations/,0
https://www.va.gov/health-care/my-health-account-validation/,0
https://www.va.gov/family-member-benefits/apply-for-caregiver-assistance-form-10-10cg/,0
https://www.va.gov/health-care/medical-information-terms-conditions/,0
https://www.va.gov/burials-and-memorials/application/530/,0
https://www.va.gov/health-care/apply/application/,0
https://www.va.gov/view-change-dependents/add-remove-form-21-686c/,0
https://www.va.gov/disability/file-disability-claim-form-21-526ez/,0
https://www.va.gov/health-care/order-hearing-aid-batteries-and-accessories/order-form-2346/,0
https://www.va.gov/decision-reviews/higher-level-review/request-higher-level-review-form-20-0996/,0
https://www.va.gov/track-claims/,0
https://www.va.gov/records/download-va-letters/letters/,0
https://www.va.gov/sign-in/,0
https://www.va.gov/burials-and-memorials/pre-need/form-10007-apply-for-eligibility/,0
https://www.va.gov/education/gi-bill/post-9-11/ch-33-benefit/status/,0
https://www.va.gov/discharge-upgrade-instructions/,0
https://www.va.gov/education/yellow-ribbon-participating-schools/,0
https://www.va.gov/education/apply-for-education-benefits/application/1990E/,0
https://www.va.gov/education/other-va-education-benefits/stem-scholarship/apply-for-scholarship-form-22-10203/,0
https://www.va.gov/education/opt-out-information-sharing/opt-out-form-0993/,0
https://www.va.gov/education/apply-for-education-benefits/application/5495/,0
https://www.va.gov/education/submit-school-feedback/,0
https://www.va.gov/education/apply-for-education-benefits/application/1990N/,0
https://www.va.gov/education/apply-for-education-benefits/application/1995/,0
https://www.va.gov/education/apply-for-education-benefits/application/5490/,0
https://www.va.gov/education/apply-for-education-benefits/application/1990/,0
https://www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/vettec-high-tech-program/apply-for-vettec-form-22-0994/,0
https://www.va.gov/auth/login/callback/,0
https://www.va.gov/gi-bill-comparison-tool/,0
https://www.va.gov/search/,0
https://www.va.gov/records/get-veteran-id-cards/apply/,0
https://www.va.gov/manage-va-debt/your-debt/,0
https://www.va.gov/careers-employment/vocational-rehabilitation/apply-vre-form-28-1900/,0
https://www.va.gov/careers-employment/education-and-career-counseling/apply-career-guidance-form-28-8832/,0
https://www.va.gov/va-payment-history/payments/,0
https://www.va.gov/coronavirus-research/volunteer/,0
https://www.va.gov/health-care/health-questionnaires/questionnaires/answer-questions/,0
https://www.va.gov/manage-va-debt/request-debt-help-form-5655/,0
https://www.va.gov/resources/search/,0
https://www.va.gov/health-care/health-questionnaires/questionnaires/,0
https://www.va.gov/health-care/covid-19-vaccine/stay-informed/,0
https://www.va.gov/health-care/covid-19-vaccine/sign-up/,0
https://www.va.gov/education/other-va-education-benefits/veteran-rapid-retraining-assistance/apply-for-vrrap-form-22-1990s/,0
https://www.va.gov/decision-reviews/board-appeal/request-board-appeal-form-10182/,0
https://www.va.gov/health-care/appointment-check-in/,0
https://www.va.gov/resources/,389
https://www.va.gov/colorado-springs-vet-center/locations/,284
https://www.va.gov/escanaba-vet-center/locations/,229
https://www.va.gov/reno-vet-center/locations/,265
https://www.va.gov/springfield-ma-vet-center/locations/,219
https://www.va.gov/nashville-vet-center/locations/,345
https://www.va.gov/orlando-vet-center/locations/,246
https://www.va.gov/cincinnati-vet-center/locations/,97
https://www.va.gov/rochester-vet-center/locations/,254
https://www.va.gov/concord-vet-center/locations/,471
https://www.va.gov/albuquerque-vet-center/locations/,206
https://www.va.gov/antelope-valley-vet-center/locations/,161
https://www.va.gov/bakersfield-vet-center/locations/,201
https://www.va.gov/corona-vet-center/locations/,262
https://www.va.gov/prescott-vet-center/locations/,407
https://www.va.gov/chula-vista-vet-center/locations/,163
https://www.va.gov/bellingham-vet-center/locations/,362
https://www.va.gov/initiatives/recognizing-lgbtq-veterans-during-pride-month/,0
https://www.va.gov/initiatives/veteran-trust-in-va/,0
https://www.va.gov/initiatives/have-questions-before-you-get-your-covid-19-vaccine/,0
https://www.va.gov/rochester-vet-center/,1682
https://www.va.gov/orlando-vet-center/,1715
https://www.va.gov/nashville-vet-center/,1594
https://www.va.gov/antelope-valley-vet-center/,1941
https://www.va.gov/bakersfield-vet-center/,1940
https://www.va.gov/albuquerque-vet-center/,1729
https://www.va.gov/springfield-ma-vet-center/,1773
https://www.va.gov/colorado-springs-vet-center/,2001
https://www.va.gov/escanaba-vet-center/,1736
https://www.va.gov/cincinnati-vet-center/,2071
